dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2011-04-23,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,117
2011-04-24,2,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239,96
2011-04-24,2,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194,54
2011-04-24,2,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.194,72
2011-04-24,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,24
2011-04-24,2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,5
2011-04-24,2,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896,12
2011-04-24,2,0,4,6,0,0,0,2,0.5,0.4848,1.0,0.0,13
2011-04-24,2,0,4,7,0,0,0,2,0.5,0.4848,1.0,0.0,27
2011-04-24,2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239,80
2011-04-24,2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,177
2011-04-24,2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,289
2011-04-24,2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343,317
2011-04-24,2,0,4,12,0,0,0,1,0.68,0.6364,0.65,0.2537,388
2011-04-24,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,441
2011-04-24,2,0,4,14,0,0,0,1,0.7,0.6515,0.54,0.3284,420
2011-04-24,2,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537,369
2011-04-24,2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,359
2011-04-24,2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,331
2011-04-24,2,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642,270
2011-04-24,2,0,4,19,0,0,0,3,0.6,0.5606,0.83,0.2836,194
2011-04-24,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,105
2011-04-24,2,0,4,21,0,0,0,3,0.54,0.5152,0.94,0.1642,61
2011-04-24,2,0,4,22,0,0,0,3,0.54,0.5152,1.0,0.1642,45
2011-04-24,2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896,42
2011-04-25,2,0,4,0,0,1,1,3,0.52,0.5,1.0,0.0,12
2011-04-25,2,0,4,1,0,1,1,1,0.54,0.5152,1.0,0.0896,10
2011-04-25,2,0,4,2,0,1,1,1,0.54,0.5152,1.0,0.0896,10
2011-04-25,2,0,4,3,0,1,1,2,0.5,0.4848,1.0,0.1045,10
2011-04-25,2,0,4,4,0,1,1,2,0.52,0.5,1.0,0.0,5
2011-04-25,2,0,4,5,0,1,1,2,0.46,0.4545,1.0,0.0,17
2011-04-25,2,0,4,6,0,1,1,2,0.5,0.4848,1.0,0.0,66
2011-04-25,2,0,4,7,0,1,1,2,0.52,0.5,1.0,0.0896,196
2011-04-25,2,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045,353
2011-04-25,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,174
2011-04-25,2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,125
2011-04-25,2,0,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239,147
2011-04-25,2,0,4,12,0,1,1,1,0.66,0.6212,0.74,0.2537,188
2011-04-25,2,0,4,13,0,1,1,1,0.7,0.6515,0.65,0.2239,203
2011-04-25,2,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,146
2011-04-25,2,0,4,15,0,1,1,1,0.74,0.6667,0.51,0.2239,175
2011-04-25,2,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582,239
2011-04-25,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,521
2011-04-25,2,0,4,18,0,1,1,1,0.68,0.6364,0.57,0.3582,499
2011-04-25,2,0,4,19,0,1,1,1,0.66,0.6212,0.57,0.3284,382
2011-04-25,2,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,237
2011-04-25,2,0,4,21,0,1,1,1,0.62,0.6061,0.69,0.2537,190
2011-04-25,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,106
2011-04-25,2,0,4,23,0,1,1,1,0.58,0.5455,0.78,0.2836,62
2011-04-26,2,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,27
2011-04-26,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,21
2011-04-26,2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,26
2011-04-26,2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,21
2011-04-26,2,0,4,4,0,2,1,1,0.56,0.5303,0.83,0.2537,6
2011-04-26,2,0,4,5,0,2,1,1,0.54,0.5152,0.88,0.2537,16
2011-04-26,2,0,4,6,0,2,1,1,0.56,0.5303,0.88,0.2239,80
2011-04-26,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,270
2011-04-26,2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,449
2011-04-26,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,199
2011-04-26,2,0,4,10,0,2,1,1,0.66,0.6212,0.69,0.3582,120
2011-04-26,2,0,4,11,0,2,1,1,0.68,0.6364,0.65,0.3881,172
2011-04-26,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,186
2011-04-26,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,176
2011-04-26,2,0,4,14,0,2,1,1,0.72,0.6667,0.58,0.3284,155
2011-04-26,2,0,4,15,0,2,1,1,0.7,0.6515,0.61,0.3582,153
2011-04-26,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,291
2011-04-26,2,0,4,17,0,2,1,1,0.68,0.6364,0.61,0.3582,521
2011-04-26,2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,528
2011-04-26,2,0,4,19,0,2,1,1,0.64,0.6061,0.73,0.4179,328
2011-04-26,2,0,4,20,0,2,1,1,0.64,0.6061,0.73,0.3582,234
2011-04-26,2,0,4,21,0,2,1,1,0.62,0.5909,0.78,0.2836,195
2011-04-26,2,0,4,22,0,2,1,2,0.6,0.5606,0.83,0.194,148
2011-04-26,2,0,4,23,0,2,1,2,0.6,0.5606,0.83,0.2239,78
2011-04-27,2,0,4,0,0,3,1,1,0.6,0.5606,0.83,0.2239,27
2011-04-27,2,0,4,1,0,3,1,1,0.6,0.5606,0.83,0.2537,17
2011-04-27,2,0,4,2,0,3,1,1,0.58,0.5455,0.88,0.2537,5
2011-04-27,2,0,4,3,0,3,1,2,0.58,0.5455,0.88,0.2836,7
2011-04-27,2,0,4,4,0,3,1,1,0.56,0.5303,0.94,0.2239,6
2011-04-27,2,0,4,5,0,3,1,2,0.56,0.5303,0.94,0.2537,17
2011-04-27,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,84
2011-04-27,2,0,4,7,0,3,1,2,0.58,0.5455,0.88,0.2836,246
2011-04-27,2,0,4,8,0,3,1,2,0.58,0.5455,0.88,0.3284,444
2011-04-27,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,181
2011-04-27,2,0,4,10,0,3,1,2,0.62,0.5758,0.83,0.2836,92
2011-04-27,2,0,4,11,0,3,1,2,0.64,0.5909,0.78,0.2836,156
2011-04-27,2,0,4,12,0,3,1,1,0.66,0.6061,0.78,0.3284,173
2011-04-27,2,0,4,13,0,3,1,1,0.64,0.5909,0.78,0.2985,150
2011-04-27,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836,148
2011-04-27,2,0,4,15,0,3,1,1,0.7,0.6515,0.65,0.4925,138
2011-04-27,2,0,4,16,0,3,1,1,0.7,0.6515,0.7,0.3881,218
2011-04-27,2,0,4,17,0,3,1,3,0.66,0.6061,0.83,0.3881,521
2011-04-27,2,0,4,18,0,3,1,3,0.66,0.6061,0.83,0.3881,412
2011-04-27,2,0,4,19,0,3,1,1,0.62,0.5909,0.78,0.2836,260
2011-04-27,2,0,4,20,0,3,1,1,0.64,0.5758,0.83,0.3284,218
2011-04-27,2,0,4,21,0,3,1,1,0.62,0.5606,0.88,0.2836,145
2011-04-27,2,0,4,22,0,3,1,2,0.62,0.5606,0.88,0.3284,129
2011-04-27,2,0,4,23,0,3,1,2,0.62,0.5606,0.88,0.3582,78
2011-04-28,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582,54
2011-04-28,2,0,4,1,0,4,1,2,0.62,0.5758,0.83,0.3881,20
2011-04-28,2,0,4,2,0,4,1,2,0.62,0.5758,0.83,0.4478,21
2011-04-28,2,0,4,3,0,4,1,2,0.64,0.5909,0.78,0.3881,3
2011-04-28,2,0,4,4,0,4,1,2,0.62,0.5758,0.83,0.4179,9
2011-04-28,2,0,4,5,0,4,1,2,0.62,0.5758,0.83,0.3881,13
2011-04-28,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,86
2011-04-28,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,215
2011-04-28,2,0,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,398
2011-04-28,2,0,4,9,0,4,1,3,0.62,0.5606,0.88,0.3284,183
2011-04-28,2,0,4,10,0,4,1,2,0.62,0.5606,0.88,0.2836,54
2011-04-28,2,0,4,11,0,4,1,2,0.62,0.5758,0.83,0.2836,84
2011-04-28,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,107
2011-04-28,2,0,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985,121
2011-04-28,2,0,4,14,0,4,1,1,0.62,0.5758,0.83,0.2985,142
2011-04-28,2,0,4,15,0,4,1,1,0.66,0.6212,0.69,0.3284,163
2011-04-28,2,0,4,16,0,4,1,1,0.62,0.5909,0.78,0.2537,270
2011-04-28,2,0,4,17,0,4,1,1,0.64,0.6212,0.47,0.3582,455
2011-04-28,2,0,4,18,0,4,1,1,0.64,0.6212,0.47,0.3582,530
2011-04-28,2,0,4,19,0,4,1,1,0.62,0.6212,0.43,0.2985,404
2011-04-28,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,269
2011-04-28,2,0,4,21,0,4,1,1,0.56,0.5303,0.46,0.1343,194
2011-04-28,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,153
2011-04-28,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,110
2011-04-29,2,0,4,0,0,5,1,1,0.52,0.5,0.39,0.2836,48
2011-04-29,2,0,4,1,0,5,1,1,0.5,0.4848,0.45,0.0896,31
2011-04-29,2,0,4,2,0,5,1,1,0.46,0.4545,0.63,0.1045,10
2011-04-29,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896,5
2011-04-29,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,6
2011-04-29,2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,25
2011-04-29,2,0,4,6,0,5,1,1,0.5,0.4848,0.45,0.2836,71
2011-04-29,2,0,4,7,0,5,1,1,0.52,0.5,0.42,0.194,240
2011-04-29,2,0,4,8,0,5,1,1,0.54,0.5152,0.39,0.2985,421
2011-04-29,2,0,4,9,0,5,1,1,0.54,0.5152,0.39,0.3284,230
2011-04-29,2,0,4,10,0,5,1,1,0.56,0.5303,0.4,0.2836,156
2011-04-29,2,0,4,11,0,5,1,1,0.6,0.6212,0.38,0.2239,157
2011-04-29,2,0,4,12,0,5,1,1,0.56,0.5303,0.37,0.2836,223
2011-04-29,2,0,4,13,0,5,1,1,0.56,0.5303,0.37,0.2985,308
2011-04-29,2,0,4,14,0,5,1,1,0.6,0.6212,0.35,0.3284,248
2011-04-29,2,0,4,15,0,5,1,2,0.56,0.5303,0.4,0.2985,252
2011-04-29,2,0,4,16,0,5,1,2,0.54,0.5152,0.42,0.3582,299
2011-04-29,2,0,4,17,0,5,1,2,0.52,0.5,0.45,0.3881,508
2011-04-29,2,0,4,18,0,5,1,1,0.52,0.5,0.48,0.3582,439
2011-04-29,2,0,4,19,0,5,1,1,0.46,0.4545,0.55,0.3284,270
2011-04-29,2,0,4,20,0,5,1,1,0.48,0.4697,0.48,0.2239,194
2011-04-29,2,0,4,21,0,5,1,1,0.46,0.4545,0.51,0.194,195
2011-04-29,2,0,4,22,0,5,1,1,0.42,0.4242,0.58,0.1642,146
2011-04-29,2,0,4,23,0,5,1,2,0.44,0.4394,0.54,0.0896,113
2011-04-30,2,0,4,0,0,6,0,2,0.44,0.4394,0.54,0.2537,106
2011-04-30,2,0,4,1,0,6,0,2,0.44,0.4394,0.54,0.1642,74
2011-04-30,2,0,4,2,0,6,0,2,0.44,0.4394,0.54,0.2239,65
2011-04-30,2,0,4,3,0,6,0,2,0.42,0.4242,0.54,0.194,17
2011-04-30,2,0,4,4,0,6,0,2,0.42,0.4242,0.54,0.2239,7
2011-04-30,2,0,4,5,0,6,0,1,0.42,0.4242,0.54,0.3881,7
2011-04-30,2,0,4,6,0,6,0,1,0.4,0.4091,0.58,0.2836,21
2011-04-30,2,0,4,7,0,6,0,1,0.4,0.4091,0.54,0.3881,48
2011-04-30,2,0,4,8,0,6,0,1,0.4,0.4091,0.54,0.2985,91
2011-04-30,2,0,4,9,0,6,0,1,0.44,0.4394,0.51,0.3582,156
2011-04-30,2,0,4,10,0,6,0,1,0.48,0.4697,0.44,0.3881,279
2011-04-30,2,0,4,11,0,6,0,1,0.5,0.4848,0.42,0.3582,321
2011-04-30,2,0,4,12,0,6,0,1,0.52,0.5,0.42,0.3881,416
2011-04-30,2,0,4,13,0,6,0,1,0.54,0.5152,0.39,0.2985,455
2011-04-30,2,0,4,14,0,6,0,1,0.54,0.5152,0.39,0.2239,452
2011-04-30,2,0,4,15,0,6,0,1,0.56,0.5303,0.37,0.1343,499
2011-04-30,2,0,4,16,0,6,0,1,0.58,0.5455,0.37,0.194,464
2011-04-30,2,0,4,17,0,6,0,1,0.56,0.5303,0.43,0.1343,407
2011-04-30,2,0,4,18,0,6,0,1,0.54,0.5152,0.43,0.1343,371
2011-04-30,2,0,4,19,0,6,0,1,0.54,0.5152,0.43,0.1343,387
2011-04-30,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,224
2011-04-30,2,0,4,21,0,6,0,1,0.44,0.4394,0.62,0.1343,177
2011-04-30,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,143
2011-04-30,2,0,4,23,0,6,0,1,0.44,0.4394,0.67,0.1045,125
2011-05-01,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,96
2011-05-01,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,59
2011-05-01,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,50
2011-05-01,2,0,5,3,0,0,0,1,0.4,0.4091,0.82,0.1045,23
2011-05-01,2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,17
2011-05-01,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,10
2011-05-01,2,0,5,6,0,0,0,2,0.4,0.4091,0.82,0.0896,13
2011-05-01,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,33
2011-05-01,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,59
2011-05-01,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,141
2011-05-01,2,0,5,10,0,0,0,2,0.48,0.4697,0.63,0.194,264
2011-05-01,2,0,5,11,0,0,0,1,0.46,0.4545,0.82,0.1045,250
2011-05-01,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,281
2011-05-01,2,0,5,13,0,0,0,2,0.5,0.4848,0.63,0.1642,332
2011-05-01,2,0,5,14,0,0,0,2,0.5,0.4848,0.68,0.1045,238
2011-05-01,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0.0,266
2011-05-01,2,0,5,16,0,0,0,2,0.5,0.4848,0.72,0.194,214
2011-05-01,2,0,5,17,0,0,0,2,0.48,0.4697,0.82,0.2537,196
2011-05-01,2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,159
2011-05-01,2,0,5,19,0,0,0,2,0.46,0.4545,0.84,0.1045,178
2011-05-01,2,0,5,20,0,0,0,2,0.46,0.4545,0.82,0.0,121
2011-05-01,2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0.0,105
2011-05-01,2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0.0,100
2011-05-01,2,0,5,23,0,0,0,1,0.46,0.4545,0.77,0.194,146
2011-05-02,2,0,5,0,0,1,1,1,0.46,0.4545,0.72,0.1343,177
2011-05-02,2,0,5,1,0,1,1,1,0.46,0.4545,0.72,0.1343,114
2011-05-02,2,0,5,2,0,1,1,2,0.44,0.4394,0.77,0.2239,35
2011-05-02,2,0,5,3,0,1,1,1,0.44,0.4394,0.77,0.1343,16
2011-05-02,2,0,5,4,0,1,1,1,0.44,0.4394,0.77,0.1642,17
2011-05-02,2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,20
2011-05-02,2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,62
2011-05-02,2,0,5,7,0,1,1,2,0.46,0.4545,0.82,0.3284,209
2011-05-02,2,0,5,8,0,1,1,2,0.48,0.4697,0.77,0.2239,371
2011-05-02,2,0,5,9,0,1,1,2,0.5,0.4848,0.77,0.2836,172
2011-05-02,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,108
2011-05-02,2,0,5,11,0,1,1,1,0.58,0.5455,0.73,0.2985,130
2011-05-02,2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239,187
2011-05-02,2,0,5,13,0,1,1,2,0.62,0.6061,0.69,0.194,170
2011-05-02,2,0,5,14,0,1,1,1,0.64,0.6061,0.69,0.2239,181
2011-05-02,2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,155
2011-05-02,2,0,5,16,0,1,1,1,0.66,0.6212,0.61,0.2239,269
2011-05-02,2,0,5,17,0,1,1,1,0.66,0.6212,0.65,0.194,537
2011-05-02,2,0,5,18,0,1,1,2,0.64,0.6061,0.65,0.194,518
2011-05-02,2,0,5,19,0,1,1,2,0.62,0.6061,0.69,0.1343,314
2011-05-02,2,0,5,20,0,1,1,2,0.62,0.6061,0.69,0.1343,218
2011-05-02,2,0,5,21,0,1,1,2,0.6,0.5909,0.73,0.1045,232
2011-05-02,2,0,5,22,0,1,1,2,0.6,0.5909,0.73,0.0,125
2011-05-02,2,0,5,23,0,1,1,2,0.56,0.5303,0.83,0.194,64
2011-05-03,2,0,5,0,0,2,1,2,0.56,0.5303,0.83,0.2239,16
2011-05-03,2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,14
2011-05-03,2,0,5,2,0,2,1,2,0.56,0.5303,0.78,0.2537,5
2011-05-03,2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,2
2011-05-03,2,0,5,4,0,2,1,1,0.52,0.5,0.88,0.2239,4
2011-05-03,2,0,5,5,0,2,1,1,0.52,0.5,0.88,0.1343,14
2011-05-03,2,0,5,6,0,2,1,2,0.52,0.5,0.94,0.1642,109
2011-05-03,2,0,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,265
2011-05-03,2,0,5,8,0,2,1,2,0.56,0.5303,0.83,0.2836,459
2011-05-03,2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,186
2011-05-03,2,0,5,10,0,2,1,2,0.64,0.6061,0.69,0.3582,127
2011-05-03,2,0,5,11,0,2,1,2,0.66,0.6212,0.65,0.3284,140
2011-05-03,2,0,5,12,0,2,1,2,0.68,0.6364,0.61,0.4925,217
2011-05-03,2,0,5,13,0,2,1,2,0.7,0.6515,0.58,0.6119,194
2011-05-03,2,0,5,14,0,2,1,2,0.7,0.6515,0.58,0.5224,158
2011-05-03,2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,154
2011-05-03,2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,271
2011-05-03,2,0,5,17,0,2,1,1,0.7,0.6515,0.54,0.4627,517
2011-05-03,2,0,5,18,0,2,1,1,0.7,0.6515,0.48,0.4179,544
2011-05-03,2,0,5,19,0,2,1,1,0.68,0.6364,0.57,0.3582,365
2011-05-03,2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194,290
2011-05-03,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,225
2011-05-03,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,113
2011-05-03,2,0,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,62
2011-05-04,2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,27
2011-05-04,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836,7
2011-05-04,2,0,5,2,0,3,1,3,0.5,0.4848,0.82,0.2836,4
2011-05-04,2,0,5,3,0,3,1,3,0.42,0.4242,0.88,0.5224,1
2011-05-04,2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284,3
2011-05-04,2,0,5,5,0,3,1,3,0.36,0.3333,0.87,0.3284,9
2011-05-04,2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,21
2011-05-04,2,0,5,7,0,3,1,3,0.34,0.303,0.93,0.3582,52
2011-05-04,2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,79
2011-05-04,2,0,5,9,0,3,1,3,0.34,0.303,0.93,0.3582,40
2011-05-04,2,0,5,10,0,3,1,2,0.34,0.3182,0.93,0.2836,31
2011-05-04,2,0,5,11,0,3,1,1,0.4,0.4091,0.82,0.3284,72
2011-05-04,2,0,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,124
2011-05-04,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,0.4478,143
2011-05-04,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,107
2011-05-04,2,0,5,15,0,3,1,1,0.48,0.4697,0.51,0.4179,129
2011-05-04,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,195
2011-05-04,2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,410
2011-05-04,2,0,5,18,0,3,1,1,0.42,0.4242,0.67,0.2537,396
2011-05-04,2,0,5,19,0,3,1,1,0.42,0.4242,0.58,0.3582,296
2011-05-04,2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,191
2011-05-04,2,0,5,21,0,3,1,1,0.4,0.4091,0.62,0.1642,150
2011-05-04,2,0,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239,89
2011-05-04,2,0,5,23,0,3,1,1,0.36,0.3485,0.62,0.2239,57
2011-05-05,2,0,5,0,0,4,1,1,0.36,0.3485,0.66,0.194,27
2011-05-05,2,0,5,1,0,4,1,1,0.34,0.3333,0.71,0.194,10
2011-05-05,2,0,5,2,0,4,1,1,0.34,0.3182,0.66,0.2239,5
2011-05-05,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,4
2011-05-05,2,0,5,4,0,4,1,1,0.34,0.3182,0.66,0.2537,7
2011-05-05,2,0,5,5,0,4,1,1,0.34,0.3182,0.66,0.2537,30
2011-05-05,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,89
2011-05-05,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537,271
2011-05-05,2,0,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,440
2011-05-05,2,0,5,9,0,4,1,1,0.46,0.4545,0.44,0.2836,184
2011-05-05,2,0,5,10,0,4,1,1,0.5,0.4848,0.39,0.2836,128
2011-05-05,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,148
2011-05-05,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,196
2011-05-05,2,0,5,13,0,4,1,1,0.54,0.5152,0.3,0.5821,192
2011-05-05,2,0,5,14,0,4,1,1,0.54,0.5152,0.28,0.4478,154
2011-05-05,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,147
2011-05-05,2,0,5,16,0,4,1,1,0.58,0.5455,0.24,0.4179,269
2011-05-05,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,533
2011-05-05,2,0,5,18,0,4,1,1,0.56,0.5303,0.26,0.2836,520
2011-05-05,2,0,5,19,0,4,1,1,0.54,0.5152,0.28,0.2239,361
2011-05-05,2,0,5,20,0,4,1,1,0.5,0.4848,0.34,0.1642,258
2011-05-05,2,0,5,21,0,4,1,1,0.5,0.4848,0.36,0.194,180
2011-05-05,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,165
2011-05-05,2,0,5,23,0,4,1,1,0.46,0.4545,0.41,0.194,115
2011-05-06,2,0,5,0,0,5,1,1,0.44,0.4394,0.44,0.1642,56
2011-05-06,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,32
2011-05-06,2,0,5,2,0,5,1,1,0.38,0.3939,0.62,0.1045,16
2011-05-06,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045,9
2011-05-06,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,1
2011-05-06,2,0,5,5,0,5,1,1,0.34,0.3485,0.81,0.1045,16
2011-05-06,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,82
2011-05-06,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0.0,222
2011-05-06,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,450
2011-05-06,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,0.2836,188
2011-05-06,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,127
2011-05-06,2,0,5,11,0,5,1,2,0.54,0.5152,0.49,0.3284,165
2011-05-06,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,246
2011-05-06,2,0,5,13,0,5,1,1,0.58,0.5455,0.4,0.3284,253
2011-05-06,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478,213
2011-05-06,2,0,5,15,0,5,1,1,0.6,0.6212,0.38,0.3881,260
2011-05-06,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,344
2011-05-06,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,553
2011-05-06,2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582,470
2011-05-06,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,292
2011-05-06,2,0,5,20,0,5,1,1,0.52,0.5,0.48,0.1045,190
2011-05-06,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,152
2011-05-06,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,151
2011-05-06,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,120
2011-05-07,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,86
2011-05-07,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,58
2011-05-07,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,52
2011-05-07,2,0,5,3,0,6,0,1,0.42,0.4242,0.77,0.0896,18
2011-05-07,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,5
2011-05-07,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,7
2011-05-07,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,0.0896,13
2011-05-07,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0.0,40
2011-05-07,2,0,5,8,0,6,0,1,0.52,0.5,0.52,0.194,115
2011-05-07,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,0.2836,218
2011-05-07,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,0.2985,298
2011-05-07,2,0,5,11,0,6,0,1,0.56,0.5303,0.43,0.0,347
