index,Ganancia bruta,Ganancia (pérdida),Ingresos de actividades ordinarias,Costo de ventas,Patrimonio total,Total pasivos,Total de activos,Ganancias acumuladas,Pasivos corrientes totales,Activos corrientes totales,Sector,event
20176,127987.0,11714.0,127987.0,0.0,2602592.0,258731.0,2861323.0,2591560.0,0.0,81436.0,L,0.0
6335,3142112.6666666665,1292197.3333333333,3142112.6666666665,,33798155.666666664,4946173.333333333,38744329.0,21372911.33333333,1250106.0,2647902.333333333,L,0.0
20298,341279.0,14813.0,341279.0,0.0,2721328.0,583569.0,3304897.0,609816.0,38800.0,218577.0,J,0.0
3565,2603956.6666666665,114374.66666666669,5670728.0,3066771.333333333,3726340.0,5083120.333333333,8809460.333333334,1016517.3333333334,3874901.0,3878418.3333333335,C,0.0
7572,1634812.6666666667,73824.0,5544239.333333333,3909426.6666666665,5324946.666666667,11016565.333333334,16341512.0,310184.3333333333,2683066.333333333,15841116.333333334,F,0.0
16731,1975226.0,382954.0,4066171.0,2090945.0,2344084.0,655113.0,2999197.0,1533815.0,506564.0,1889588.0,M,0.0
11601,17815.0,-123202.0,316567.0,298752.0,235356.0,587431.0,822787.0,-104147.0,587431.0,69589.0,F,0.0
399,19774485.0,6755467.666666667,164595662.66666666,144821177.66666666,2396095.0,34485276.666666664,36881371.66666666,1981484.0,30912104.33333333,24669683.666666668,C,0.0
5647,1431048.0,313170.6666666667,8207979.333333333,6776931.333333333,6991430.0,995028.3333333334,7986458.333333333,6231025.0,315615.6666666667,3695136.0,G,0.0
20079,-24312.0,19603.0,601563.0,625875.0,1401261.0,1224810.0,2626071.0,-1778950.0,138537.0,316563.0,C,0.0
11326,7786591.0,1730010.0,25317001.0,17530410.0,8033273.0,7398298.0,15431571.0,8018273.0,7398298.0,14396410.0,G,0.0
19559,0.0,9606.0,0.0,,39778.0,25523.0,65301.0,9606.0,25523.0,65301.0,M,0.0
2999,703189.0,237969.3333333333,4651196.0,3948007.0,1329136.6666666667,618678.6666666666,1947815.3333333333,534859.3333333334,618678.6666666666,1947673.3333333333,G,0.0
7082,140524.33333333334,-162667.0,140524.33333333334,0.0,-432733.6666666667,15736201.333333334,15303467.666666666,-452733.6666666667,4277527.666666667,8424169.666666666,N,0.0
5963,941609.3333333334,130559.0,9144698.666666666,8203089.333333333,1761478.0,405166.0,2166644.0,1611478.0,403487.0,1090598.6666666667,G,0.0
10877,312649.5,-37795.5,507576.5,194927.0,73758.0,127167.0,200925.0,-283794.0,82429.5,48482.5,I,0.0
3622,3363537.6666666665,488107.0,9887845.333333334,6524307.666666667,3850204.0,1923466.6666666667,5773670.666666667,3348274.333333333,1838541.6666666667,3799164.3333333335,G,0.0
15843,2351261.0,213732.0,4089380.0,1738119.0,1235540.0,431730.0,1667270.0,309293.0,431730.0,505225.0,I,0.0
16719,-431410.0,-794411.0,0.0,431410.0,1334997.0,4482878.0,5817875.0,-293168.0,4482878.0,5817875.0,K,0.0
16558,993116.0,4176.0,2177871.0,1184755.0,644912.0,770053.0,1414965.0,582399.0,0.0,705380.0,C,0.0
4165,5837674.666666667,66461.0,28359073.33333333,22521398.666666668,3909119.6666666665,8682473.0,12591592.666666666,357168.3333333333,3474907.6666666665,2897576.6666666665,G,0.0
3032,7443658.0,1811731.3333333333,21314866.33333333,13871208.333333334,7841905.0,11461911.666666666,19303816.666666668,1811731.3333333333,5869211.666666667,11135643.666666666,C,0.0
12876,538352.3333333334,178707.0,4275512.333333333,3737160.0,2102843.6666666665,670973.0,2773816.6666666665,1397468.6666666667,670973.0,2521177.333333333,F,0.0
16793,1539926.0,129292.0,3933778.0,2393852.0,1608804.0,1689636.0,3298440.0,938772.0,590128.0,2614818.0,G,0.0
18759,28000.0,476829.0,28000.0,,2432022.0,3639350.0,6071372.0,642322.0,3628613.0,5202923.0,K,0.0
17736,537870.0,177575.0,3961735.0,3423865.0,286762.0,246778.0,533540.0,177575.0,246778.0,520087.0,N,0.0
1782,1641305.6666666667,368859.6666666667,11727595.0,10086289.333333334,5007025.333333333,4939318.333333333,9946343.666666666,3531347.6666666665,4234048.666666667,4049981.0,B,0.0
12360,4385278.0,672781.0,23206183.0,18820905.0,8123037.0,7222900.0,15345937.0,6055149.0,2791270.0,8733998.0,F,0.0
3168,1360238.3333333333,146463.66666666666,8879775.333333334,7519537.0,988498.6666666666,2036999.3333333333,3025498.0,556070.0,1737012.6666666667,2847901.333333333,G,0.0
614,2797490.6666666665,9661645.333333334,2797490.6666666665,,109420653.66666669,13588987.666666666,123009641.33333331,97206364.33333331,1272035.3333333333,1814198.3333333333,K,0.0
2958,2946437.6666666665,366790.3333333333,14776510.666666666,11830073.0,7616344.666666667,4341872.666666667,11958217.333333334,6866344.666666667,2610237.333333333,4683011.666666667,G,0.0
13754,1257590.0,85368.0,5445501.0,4187911.0,1679129.0,2380251.0,4059380.0,1340526.0,1790156.0,3651619.5,C,0.0
19282,4127241.0,473597.0,4127241.0,,835476.0,1334248.0,2169724.0,42149.0,1334248.0,473726.0,N,0.0
9987,383647.0,15473.5,2071752.0,1688105.0,335769.0,461138.5,796907.5,15473.5,455611.0,566648.0,G,0.0
5738,9263138.333333334,649943.6666666666,28603902.666666668,19340764.33333333,9123172.333333334,4215433.0,13338605.333333334,6417934.666666667,3056069.0,4694888.0,C,0.0
10793,0.0,-42170.66666666666,0.0,0.0,2688571.6666666665,8795323.333333334,11483895.0,-111428.33333333331,19161.0,118466.0,L,0.0
6037,1991784.3333333333,80131.0,7359633.333333333,5367849.0,1708638.3333333333,4233705.333333333,5942343.666666667,984621.0,2342613.0,4595657.0,G,0.0
13370,32206.0,-98158.5,322060.0,289854.0,307149.5,384079.0,691228.5,7149.5,384079.0,683016.0,F,0.0
5568,1810514.0,269903.0,6428043.0,4617529.0,1039603.3333333334,3382626.333333333,4422229.666666667,708244.6666666666,2299203.6666666665,4274218.0,G,0.0
15769,2017772.0,98200.0,3818171.0,1800399.0,1171524.0,1891636.0,3063160.0,907314.0,974554.0,1643906.0,C,0.0
17553,116163.0,105086.0,116163.0,0.0,5258070.0,316383.0,5574453.0,4320718.0,176034.0,106666.0,M,0.0
3498,2255496.0,121452.66666666669,5967786.666666667,3712290.6666666665,2075274.6666666667,2240265.0,4315539.666666667,1195651.3333333333,2205865.333333333,3533266.0,G,0.0
5451,2950085.0,616193.6666666666,3410049.0,459964.0,206213151.3333333,18538531.666666668,224751683.0,196833237.3333333,13888133.333333334,23803053.0,A,0.0
1262,919341.3333333334,354385.6666666667,919341.3333333334,0.0,14198700.333333334,378276.3333333333,14576976.666666666,13870951.0,173073.66666666666,5696254.333333333,L,0.0
15238,2937897.5,215298.5,5249528.0,2311630.5,200392.5,2916443.5,3116836.0,48697.5,1706260.0,2982990.0,G,0.0
17162,491341.0,-4041706.0,2997360.0,2506019.0,1217733.0,1173275.0,2391008.0,-4964277.0,1173275.0,2248798.0,J,0.0
1383,2004654.6666666667,366883.0,19486324.666666668,17481670.0,4427677.666666667,3231456.0,7659133.666666667,4081086.0,3174219.333333333,5983764.666666667,G,0.0
18164,534969.0,35920.0,534969.0,,2254131.0,92256.0,2346387.0,1423967.0,28407.0,276501.0,M,0.0
15902,739858.0,106223.0,3773886.0,3034028.0,2987160.0,1220413.0,4207573.0,2561885.0,686733.0,1156822.0,G,0.0
5678,6966631.333333333,4686692.0,15112203.0,8145571.666666667,18415149.33333333,20208583.33333333,38623732.66666666,8218900.0,10114052.666666666,14126958.0,F,0.0
15085,169663.5,5253.0,169663.5,,35806.5,667332.5,703139.0,25806.5,14465.5,694564.0,K,0.0
5068,5608905.0,623483.0,21460882.0,15851977.0,5344301.0,10822841.0,16167142.0,2556111.0,10822841.0,12284364.0,C,1.0
11037,0.0,-634728.5,0.0,0.0,-167114.0,964372.5,797258.5,-827114.0,964372.5,780299.0,L,0.0
16861,462307.0,6115.0,1690357.0,1228050.0,911333.0,185328.0,1096661.0,766537.0,49624.0,1016885.0,N,0.0
18359,740712.0,168831.0,3343733.0,2603021.0,5172506.0,878196.0,6050702.0,184520.0,128208.0,290339.0,A,0.0
17241,-170284.0,-211997.0,3420731.0,3591015.0,374138.0,2000609.0,2374747.0,217836.0,1147796.0,591371.0,I,0.0
2463,4438894.666666667,134075.33333333334,19941113.0,15502218.333333334,2585864.6666666665,8247885.333333333,10833750.0,997826.6666666666,6616451.0,8852401.666666666,C,0.0
11946,8000.0,-76694.0,8000.0,,746745.0,1339336.0,2086081.0,-339389.0,1135958.0,503274.0,L,0.0
18057,1223985.0,118292.0,2351507.0,1127522.0,1534727.0,557981.0,2092708.0,1489727.0,513431.0,2042781.0,G,0.0
5234,561567.6666666666,224253.0,561567.6666666666,,6746860.666666667,362844.3333333333,7109705.0,1907669.6666666667,92310.33333333331,795526.6666666666,M,0.0
221,19863834.666666668,1430609.3333333333,48609242.333333336,28745407.666666668,7983352.0,20987327.33333333,28970679.33333333,4974791.666666667,11533470.666666666,15499063.666666666,C,0.0
14254,853618.0,224886.0,4444019.0,3590401.0,2414386.5,1355969.5,3770356.0,1125935.0,1349794.5,2979850.0,C,0.0
17497,3731296.0,432123.0,3731296.0,,2208679.0,2223982.0,4432661.0,672662.0,1071897.0,1659376.0,N,0.0
12128,0.0,-75565.0,0.0,,305097.0,31689860.0,31994957.0,-194903.0,27821313.0,31794227.0,F,0.0
18163,42000.0,834301.0,42000.0,0.0,1821984.0,493564.0,2315548.0,1545833.0,453354.0,2270048.0,F,0.0
15264,361903.0,1257.5,2612013.0,2250110.0,-70425.0,2476856.0,2406431.0,-320425.0,900580.0,2405691.5,F,0.0
7833,-524807.6666666666,-1864719.0,0.0,787211.5,20037948.0,30873112.33333333,50911060.333333336,12504735.333333334,268930.3333333333,14237819.333333334,A,0.0
2642,2822294.0,508969.0,19259536.666666668,16437242.666666666,2303326.0,4183838.3333333335,6487164.333333333,1083170.0,3815968.6666666665,4481695.333333333,G,0.0
5015,1110585.0,215219.3333333333,6177633.666666667,5067048.666666667,816822.3333333334,3118085.6666666665,3934908.0,366853.3333333333,3115766.0,3816060.6666666665,G,0.0
12238,2696426.0,231140.0,25933929.0,23237503.0,1797015.0,982678.0,2779693.0,608413.0,621032.0,1991757.0,C,0.0
17007,157298.0,42416.0,1928170.0,1770872.0,142168.0,83278.0,225446.0,-13411.0,79182.0,219126.0,N,0.0
5939,4188064.0,-191054.66666666663,28700716.33333333,24512652.33333333,6279046.666666667,8846151.333333334,15125198.0,6129046.666666667,4891525.333333333,13205494.666666666,C,0.0
6426,612769.6666666666,218558.3333333333,6263254.0,5650484.333333333,1152679.0,10217730.0,11370409.0,960810.0,2156775.333333333,11202055.333333334,F,0.0
6875,590280.0,87544.66666666667,3923077.6666666665,3332797.6666666665,3699285.3333333335,8857457.333333334,12556742.666666666,426445.6666666667,3645909.3333333335,11993180.666666666,F,0.0
10289,5318297.5,824940.5,32841399.0,27523101.5,14299604.0,15422143.0,29721747.0,13030310.0,8690298.0,6958777.0,G,0.0
11652,589732.0,184833.0,589732.0,,1010447.0,111352.0,1121799.0,663964.0,111328.0,1121799.0,M,0.0
17449,1030366.0,272139.0,4103647.0,3073281.0,1503878.0,355197.0,1859075.0,479930.0,266330.0,1096614.0,G,0.0
2726,1625042.0,429851.6666666667,14864295.333333334,13239253.333333334,2987620.333333333,2420257.333333333,5407877.666666667,1852315.0,1284455.6666666667,4231717.666666667,G,0.0
630,74976.66666666667,-671920.3333333334,74976.66666666667,,9850323.0,7979277.0,17829600.0,-1071558.6666666667,7761658.333333333,5890521.333333333,H,0.0
20063,548871.0,133524.0,549098.0,227.0,2001586.0,732327.0,2733913.0,1563363.0,139904.0,291550.0,F,0.0
18936,439600.0,379189.0,439600.0,,5173561.0,509820.0,5683381.0,589743.0,52054.0,363146.0,L,0.0
18651,208062.0,23717.0,1323078.0,1115016.0,1573573.0,2932161.0,4505734.0,69622.0,2908223.0,1056377.0,A,0.0
8495,2165783.6666666665,24080.666666666668,11073072.0,8907288.333333334,10967424.333333334,27732422.33333333,38699846.66666666,-155473.66666666666,18849540.33333333,2496417.333333333,N,0.0
6194,1910764.3333333333,76983.66666666667,12899518.333333334,10988754.0,4767714.666666667,5310499.666666667,10078214.333333334,1447002.0,3738920.3333333335,8757599.666666666,C,0.0
5988,7933210.666666667,1464001.0,34079603.0,26146392.33333333,10907683.0,8756998.333333334,19664681.33333333,5361413.0,8707677.333333334,19142287.666666668,G,0.0
865,1696259.3333333333,29058.666666666668,9983097.333333334,8286838.0,559612.0,5116877.0,5676489.0,301947.6666666667,4915177.0,5589172.666666667,G,0.0
16279,572248.0,5944847.0,572248.0,,18908273.0,18616.0,18926889.0,2021871.0,18616.0,1286766.0,K,0.0
1823,3261913.0,361045.6666666667,8013934.0,4752021.0,3328748.0,5194433.0,8523181.0,1461929.0,3862805.6666666665,5281138.666666667,G,0.0
5625,2550258.6666666665,20533.0,7149242.666666667,4598984.0,1926476.3333333333,1994635.0,3921111.3333333335,1017961.3333333334,1375597.6666666667,1333828.0,C,0.0
7218,6875959.333333333,-45579.333333333336,6875959.333333333,,25294396.33333333,5163799.0,30458195.33333333,-1116310.3333333333,4005415.6666666665,5885902.333333333,L,0.0
14554,3167429.0,405212.0,4686678.5,1519249.5,3326557.0,3006913.5,6333470.5,2393591.5,1612477.0,2738723.0,F,0.0
9330,14047774.666666666,411486.6666666667,27130577.666666668,13082803.0,620777.6666666666,40214878.333333336,40835656.0,380777.6666666667,27289455.666666668,30967956.0,G,0.0
5682,1862198.0,127774.0,9018510.666666666,7156312.666666667,7517662.0,1785095.6666666667,9302757.666666666,6527189.333333333,334276.6666666667,3434325.333333333,G,0.0
3227,3890147.0,469039.3333333333,11429561.0,7539414.0,3860126.0,11412573.0,15272699.0,1361847.6666666667,3036242.333333333,1789955.3333333333,P,0.0
12367,1411927.0,15112.0,32413976.0,31002049.0,231493.0,2616946.0,2848439.0,37493.0,2616946.0,2743410.0,N,0.0
6782,9545200.333333334,1843571.0,11646939.0,2101738.6666666665,20266478.666666668,3402843.333333333,23669322.0,6867926.333333333,3401320.6666666665,9332591.0,B,0.0
1458,1084748.0,44194.0,10330534.0,9245786.0,2923643.333333333,452802.6666666667,3376446.0,2661295.0,370688.3333333333,2268132.333333333,G,0.0
7977,358652.0,104317.0,2261949.6666666665,2854946.5,12595965.666666666,74039.33333333333,12670005.0,10248620.0,74039.33333333333,4714605.666666667,M,0.0
10736,10748006.5,10383784.0,12695300.5,1947294.0,48109867.0,12174491.0,60284358.0,-9463269.0,4260487.0,17703318.5,B,0.0
4933,7229942.666666667,1112250.6666666667,23321536.666666668,16091594.0,6978448.333333333,6080104.0,13058552.333333334,4009659.3333333335,5460521.666666667,8447846.0,C,0.0
2403,14856511.333333334,483631.0,25570531.666666668,10714020.333333334,5187005.0,6399814.666666667,11586819.666666666,4836176.333333333,6399814.666666667,9693984.333333334,C,0.0
1045,2217553.6666666665,503078.3333333333,8779116.333333334,6561562.666666667,2260371.6666666665,14428654.666666666,16689026.333333334,1873469.6666666667,3246374.6666666665,9633559.666666666,F,0.0
13696,2794663.5,383131.5,4691657.5,1896994.0,4748216.5,2651890.0,7400106.5,1680271.0,1986959.5,2344417.5,N,0.0
2447,5289736.0,65420.333333333336,7105052.0,1815316.0,3600630.6666666665,1180905.6666666667,4781536.333333333,1557307.6666666667,854621.0,1527751.0,R,0.0
20018,1312162.0,84125.0,1312162.0,,1181178.0,1429974.0,2611152.0,1068678.0,165002.0,66054.0,L,0.0
14752,1303217.0,-77565.5,1303217.0,,480119.0,3255724.0,3735843.0,-798928.0,3091807.5,3536090.0,K,0.0
12479,4328738.333333333,893346.3333333334,27401345.33333333,23072607.0,9403672.333333334,8014268.666666667,17417941.0,548149.0,6792475.333333333,6339571.666666667,C,0.0
2334,3685905.6666666665,-101237.66666666669,7993655.0,4307749.333333333,905789.3333333334,4852137.0,5757926.333333333,291436.0,1419978.3333333333,5335017.666666667,C,0.0
5014,1045194.6666666666,419343.3333333333,6489487.0,5444292.333333333,5518619.333333333,4861531.333333333,10380150.666666666,4796354.333333333,3446719.0,5846105.666666667,C,0.0
2309,3674757.6666666665,410677.0,36692413.66666666,33017656.0,17400585.0,23951788.666666668,41352373.66666666,16115947.0,10992903.333333334,15110500.333333334,G,0.0
12967,1987378.6666666667,1000208.3333333334,1987378.6666666667,,13638789.0,4369257.666666667,18008046.666666668,1337684.3333333333,2242891.6666666665,905658.3333333334,L,0.0
8877,3888864.3333333335,241530.3333333333,17219450.0,13330585.666666666,1358380.3333333333,2706639.6666666665,4065020.0,1145317.0,1258906.0,3651666.0,G,0.0
4209,77759.0,-852578.0,5036497.333333333,4958738.333333333,8523814.333333334,10082755.666666666,18606570.0,7599399.0,10082755.666666666,11281323.666666666,B,0.0
16127,502104.0,27650.0,2872830.0,2370726.0,2098965.0,1171555.0,3270520.0,1276340.0,621812.0,1549704.0,G,0.0
5080,5450135.0,829942.3333333334,12219563.333333334,6769428.333333333,11503048.0,15456349.0,26959397.0,7576572.333333333,10974377.333333334,18160882.33333333,G,0.0
16216,1588064.0,29213.0,2415306.0,827242.0,581485.0,1190418.0,1771903.0,329987.0,1190418.0,1175273.0,G,0.0
15745,888016.0,643265.0,3321671.0,2433655.0,3241029.0,20201.0,3261230.0,1553414.0,19806.0,1860757.0,F,0.0
4935,2673544.0,846205.0,5746831.333333333,3073287.333333333,4047349.0,2352640.0,6399989.0,4015977.0,2043093.6666666667,3930278.6666666665,C,0.0
6706,3222563.6666666665,1482246.3333333333,3222563.6666666665,,27603558.33333333,1475450.3333333333,29079008.666666668,23852646.0,530477.6666666666,488681.3333333333,L,0.0
19225,0.0,-17204175.0,0.0,0.0,115836.0,28196.0,144032.0,-18117796.0,16830.0,139256.0,H,0.0
13088,203557.66666666663,133251.66666666666,203557.66666666663,0.0,4740784.0,7575444.333333333,12316228.333333334,4567922.0,7541790.666666667,344700.0,L,0.0
15505,317625.0,73887.0,317625.0,,949152.5,1027739.0,1976891.5,313271.0,1023620.0,583347.0,M,0.0
1452,8069066.333333333,966706.6666666666,21059306.33333333,12990240.0,20118886.0,30700682.666666668,50819568.66666666,17861034.333333332,5497432.333333333,9579119.666666666,C,0.0
18259,726526.0,18344.0,2002081.0,1275555.0,309301.0,1166091.0,1475392.0,90236.0,364316.0,1102184.0,M,0.0
9969,2117213.0,53645.5,2117213.0,,648193.5,1561104.5,2209298.0,-11062.5,1550152.0,1979628.5,L,0.0
18351,142207.0,127313.0,142207.0,0.0,4280577.0,1151425.0,5432002.0,666239.0,6229.0,1236502.0,N,0.0
1942,1125473.6666666667,193333.66666666663,5806880.0,4681406.333333333,4580849.666666667,2935928.6666666665,7516778.333333333,2813888.333333333,2702755.333333333,3294706.6666666665,C,0.0
9121,-417518.6666666667,-2282280.0,736466.6666666666,1153985.3333333333,722956.3333333334,14885488.666666666,15608445.0,-6277816.0,2687916.333333333,2085756.0,A,0.0
1257,4993906.666666667,1193632.6666666667,14299435.666666666,9305529.0,7882492.666666667,2690922.6666666665,10573415.333333334,4014724.0,2050179.6666666667,10418565.0,D,0.0
13287,351940.5,-299647.0,351940.5,,12476838.0,2142669.0,14619507.0,-44600895.5,975918.5,4935320.5,B,0.0
8582,3010351.333333333,410827.3333333333,22754242.33333333,19743891.0,1892368.0,5612836.333333333,7505204.333333333,630044.3333333334,4847020.333333333,5619051.666666667,G,0.0
3607,1464371.6666666667,360852.6666666667,1464371.6666666667,,79008992.33333333,24484966.0,103493958.33333331,9611938.0,533612.6666666666,2981111.6666666665,N,0.0
14522,11625013.0,1200782.5,34590779.5,22965766.5,7531121.5,14487230.5,22018352.0,2750110.0,12982980.5,18292557.0,C,0.0
19940,46743.0,-573098.0,306770.0,260027.0,-253352.0,13096992.0,12843640.0,-933352.0,13096992.0,12708032.0,F,0.0
12374,450000.0,1336137.0,450000.0,0.0,28548071.0,889381.0,29437452.0,1330542.0,315882.0,29437452.0,M,0.0
455,4351052.666666667,235958.3333333333,9827327.333333334,5476274.666666667,5207131.666666667,7378240.666666667,12585372.333333334,3526575.6666666665,4078703.6666666665,5652217.333333333,C,0.0
11130,733172.5,563413.5,733172.5,0.0,3790810.0,3414066.0,7204876.0,1308832.0,3414038.0,875847.5,L,0.0
966,3705255.0,298199.3333333333,18405258.33333333,14700003.333333334,3125605.0,11385219.333333334,14510824.333333334,-368746.0,1374436.6666666667,8829155.666666666,G,0.0
4364,2472589.0,760991.6666666666,2472589.0,,46150679.0,926217.3333333334,47076896.333333336,43457131.333333336,724654.3333333334,4901045.666666667,L,0.0
12337,15815672.0,15655130.0,70570198.0,54754526.0,18094602.0,16366524.0,34461126.0,17400655.0,7987635.0,25342504.0,F,0.0
2428,-238991.3333333333,-334697.6666666667,5399580.0,5638571.333333333,-102941.33333333331,4375167.666666667,4272226.333333333,-147941.33333333334,2890522.333333333,4240893.0,F,0.0
2995,1289448.6666666667,114704.0,5050728.333333333,3761279.6666666665,4565997.666666667,17538934.0,22104931.666666668,3340001.0,17538934.0,19874857.0,F,0.0
16889,552666.0,72375.0,1771282.0,1218616.0,1881851.0,1020726.0,2902577.0,1281412.0,961633.0,1367257.0,M,0.0
2021,806760.0,252698.66666666663,5325998.666666667,4519238.666666667,3657277.3333333335,6607413.333333333,10264690.666666666,3357277.333333333,685616.6666666666,5474281.666666667,F,0.0
12149,241844.0,223660.0,241844.0,0.0,1899678.0,151346.0,2051024.0,1300437.0,151346.0,882510.0,K,0.0
14189,671715.5,-799850.5,3964289.5,3292574.0,-596406.0,7165015.5,6568609.5,-1589500.0,3719554.5,2716444.5,C,0.0
16110,655985.0,86060.0,2567917.0,1911932.0,945450.0,664400.0,1609850.0,587210.0,491451.0,908915.0,G,0.0
17303,1226947.0,105745.0,3319790.0,2092843.0,1095940.0,1391423.0,2487363.0,130829.0,495540.0,2451967.0,G,0.0
7060,-1350763.0,-25.0,0.0,1350763.0,5820739.333333333,874.0,5821613.333333333,114695.33333333331,0.0,4167858.3333333335,L,0.0
5841,15192992.666666666,671261.6666666666,111236550.33333331,96043557.66666669,53039409.0,27435632.33333333,80475041.33333333,10554496.0,21541417.33333333,35853915.666666664,G,0.0
13896,2925111.5,664694.5,2927011.5,1900.0,753631.0,469103.5,1222734.5,713211.0,469103.5,1208796.0,J,0.0
13548,587373.0,-388514.5,3199494.5,2612121.5,5645348.0,1242197.0,6887545.0,4387344.0,337023.5,1062365.5,F,0.0
19452,69586.0,18000.0,71091.0,1505.0,42089.0,17751.0,59840.0,22089.0,17751.0,59840.0,G,0.0
7615,634313.6666666666,-1440812.0,4436047.0,3801733.3333333335,1014249.0,1658936.0,2673185.0,-3774982.6666666665,1649684.3333333333,2654836.333333333,J,0.0
17615,377041.0,341848.0,377041.0,,4992659.0,279133.0,5271792.0,3006449.0,13843.0,12322.0,M,0.0
19968,45023.0,7148.0,189372.0,144349.0,807148.0,226806.0,1033954.0,7148.0,226806.0,938366.0,G,0.0
16414,436099.0,184827.0,3190777.0,2754678.0,1994985.0,1451308.0,3446293.0,1899868.0,857130.0,1708940.0,G,0.0
10183,2497601.0,553537.0,4602435.0,2104834.0,4093613.5,2619247.5,6712861.0,972782.5,2619247.5,6654723.5,G,0.0
15399,1227349.5,-220732.0,1227349.5,,333510.0,938446.0,1271956.0,-258082.0,938446.0,1160017.0,M,0.0
3930,2535629.6666666665,896451.0,17067629.333333332,14531999.666666666,6178372.333333333,7120884.333333333,13299256.666666666,3970884.0,5923055.333333333,12736657.333333334,G,0.0
19701,87041.0,-42403.0,87041.0,0.0,66991.0,867172.0,934163.0,-58009.0,7139.0,15484.0,L,0.0
3417,3514535.6666666665,154294.33333333334,30049675.0,26535139.33333333,3910128.0,4240746.0,8150874.0,641518.3333333334,4010273.0,7511056.333333333,G,0.0
14826,1282059.0,-583642.5,1467184.0,370250.0,7711821.5,8990857.0,16702678.5,-3136270.0,431410.5,371150.5,L,0.0
5177,236093.0,-1412945.6666666667,236093.0,,4497262.666666667,2992645.6666666665,7489908.333333333,4417262.666666667,58671.66666666666,6442.666666666667,L,0.0
1742,2907994.6666666665,180759.66666666663,8596647.666666666,5688653.0,7708032.0,8783317.333333334,16491349.333333334,1067126.0,4721939.0,5950637.0,F,0.0
15935,423432.0,387668.0,423432.0,,3558706.0,1073031.0,4631737.0,3297963.0,1073031.0,724661.0,N,0.0
1776,3674740.0,882390.0,10619618.0,6944878.0,7945206.333333333,4854824.666666667,12800031.0,3786403.0,1854080.3333333333,5326830.666666667,C,0.0
4764,26642895.0,2356923.333333333,94077677.33333331,67434782.33333333,38415625.66666666,36667812.0,75083437.66666667,5339871.666666667,28066144.666666668,32162113.0,G,0.0
7583,2181976.0,541783.6666666666,7058793.666666667,4876817.666666667,2433173.0,16154621.666666666,18587794.666666668,2373173.0,1734143.0,2499086.6666666665,F,0.0
15778,773476.0,109535.0,1998558.0,1225082.0,749152.0,1514865.0,2264017.0,438558.0,1116974.0,1819704.0,G,0.0
8840,6030419.0,381910.6666666667,22902282.0,16871863.0,3665425.6666666665,16458345.333333334,20123771.0,868988.3333333334,13744494.333333334,16273060.666666666,C,0.0
850,1849312.6666666667,90673.0,7517536.333333333,5668223.666666667,578387.3333333334,3380923.333333333,3959310.6666666665,128387.33333333331,3380923.333333333,3120821.333333333,C,0.0
4696,1034094.3333333334,-68108.66666666667,3853611.0,2819516.6666666665,351621.3333333333,2801533.0,3153154.333333333,-177033.33333333334,1643537.6666666667,2424403.0,G,0.0
3892,11347180.0,2912285.6666666665,44848295.0,33501115.0,7623004.0,13078994.666666666,20701998.666666668,5218447.0,12011667.0,14823810.666666666,S,0.0
18959,682080.0,137288.0,682080.0,,1799038.0,3988046.0,5787084.0,799038.0,3988046.0,2446285.0,A,0.0
6423,1139547.6666666667,-80630.33333333333,7134506.0,5994958.333333333,129322.0,801657.0,930979.0,-127326.0,530586.3333333334,839191.0,G,0.0
10136,47925.5,-5069.0,315000.0,267074.5,451241.0,276440.5,727681.5,351187.0,182534.5,727681.5,F,0.0
4576,9374784.333333334,1094103.6666666667,17798494.333333332,8423710.0,31295592.0,7128667.0,38424259.0,22855423.33333333,4857505.0,7411092.333333333,C,0.0
5543,1534173.3333333333,1315355.6666666667,1534173.3333333333,0.0,6555831.666666667,2237895.333333333,8793727.0,2906163.6666666665,1474556.0,6876640.666666667,K,0.0
6805,18187221.0,7709718.666666667,265278907.66666663,247091686.66666663,50537099.66666666,49463802.333333336,100000902.0,28133388.33333333,33544714.666666668,49200106.0,C,0.0
5693,1265768.0,156228.33333333334,4074090.3333333335,2808322.333333333,8258119.333333333,903265.3333333334,9161384.666666666,471117.3333333333,691384.6666666666,803257.6666666666,A,0.0
16193,511057.0,63438.0,1526588.0,1015531.0,1632152.0,299280.0,1931432.0,794775.0,273525.0,981791.0,F,0.0
5029,21472039.666666668,-1082993.6666666667,31054524.0,9582484.333333334,8032731.333333333,13586797.0,21619528.33333333,3797338.0,9604110.0,18302853.666666668,P,0.0
14535,487324.5,273723.0,487324.5,0.0,5454194.5,1860704.0,7314898.5,1202127.5,216487.0,5591950.0,K,0.0
15830,880356.0,104571.0,3320647.0,2440291.0,5419598.0,660988.0,6080586.0,1976569.0,447702.0,1249046.0,C,0.0
15580,122075.0,2170.5,122075.0,0.0,52823.5,247946.0,300769.5,2406.5,247946.0,295206.0,K,0.0
1582,2307257.0,176782.0,7692561.0,5385304.0,4536119.0,19199974.0,23736093.0,111410.0,11849289.0,7743344.0,C,1.0
10064,1340627.5,163281.5,4695817.5,3355190.0,1366174.5,3721557.5,5087732.0,701588.5,2164573.5,3501630.0,G,0.0
4993,2621144.6666666665,766814.6666666666,7653312.333333333,5032167.666666667,2786335.6666666665,934692.6666666666,3721028.3333333335,2636335.6666666665,934692.6666666666,3330264.0,G,0.0
